,entry_type,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,id
804,case,Service,E-Voting for Political Party primary elections,https://cointelegraph.com/news/ruling-russian-political-party-launches-blockchain-based-e-voting,,"United Russia launched an updated website for its primaries with the added function of e-voting, the vote counting process was implemented using blockchain technology. Only citizens who had completed the authorization process on the web portal providing electronic state services could participate in and vote. The e-voting system was purportedly developed to improve election transparency and eliminate intermediates in the electoral process.",National,Russia,RU,United Russia,Central-Government,2019,,,General public services,General services,Blockchain,No,No,No,Governance and voting ,Pilot,804
805,case,Service,Corporate Registry in commercial court,https://cointelegraph.com/news/french-court-clerks-to-use-ibm-blockchain-platform-for-corporate-registry,,"French commercial court clerks uses a blockchain-based platform to record changes in companies’ legal status within the country. The blockchain network was jointly developed by IBM and the National Council of Clerks (NCC). The blockchain platform is built on the Hyperledger Fabric framework and aims to increase transparency and efficiency in legal transactions associated with the lifecycle of companies in the registry. Specifically, the solution will be used to record and share data related to the exchanges of regulatory information related to companies' difficulties, as well as the changes of status of the company registered on the French territory. That includes such data as change of corporate name, registration court office, establishment of branch offices, and business dissolution. In a Proof of Concept, NCC reportedly managed to shorten the time needed to update the registry from several days to a single day. ",National,France,FR,National Council of Clerks (NCC),Central-Government,2019,,,General public services,Law courts,Blockchain,No,No,No,Registration and data notarisation processes,Pilot,805
806,case,Service,Verifiable and tamper-proof university degree,https://www.corrierecomunicazioni.it/digital-economy/certificazioni-di-laurea-4-0-con-la-bockchain/,,"This initiative of Link Campus University allow students to easily obtain a verifiable and tamper-proof version of their degree. A certification that can be shared with employers, schools, family and friends in a simple and intuitive way. One of the main reasons why this tool was introduced is to allow students to be the ""curators"" of their own data, allowing information to be shared with whomever they choose. The other reason concerns personal continuing education. The system now introduced for degrees can be extended to take into account the different awards in a person's work and study career, creating an environment of continuously evolving training credentials, modular and adaptable to individual needs and skills. ",Local,Italy,IT,Link Campus University,Academic-Research,2019,,,Education,R&D education.,Blockchain,No,No,No,Certification and validation processes,In production,806
807,case,Service,Smart Working,https://www.blockchain4innovation.it/mercati/legal/smart-contract/un-poc-per-sfruttare-la-blockchain-al-servizio-dello-smart-working/,,"This is a Proof of Concept project of Smart Working in the Municipality of Bari (Italy) and aims to experiment with the blockchain in the management of the organizational methods of work in the municipal administration. The project involves the development of a prototype based on Blockchain technology and the involvement of some employees of the municipality who will be part of the test, carrying out part of their activity in an ""agile"" mode. The initiative is part of the H2020 CITADEL project, Empowering Citizens to Transform European Public Administrations.",Local,Italy,IT,Municipality of Bari ,Central-Government,2019,,,General public services,General services.,Blockchain,No,No,No,Internal management processes,Pilot,807
808,case,Service,Verification of the authenticity of university degrees,https://cointelegraph.com/news/swiss-university-fights-fake-diplomas-with-blockchain-technology,,The University of St. Gallen (Switzerland) introduced a blockchain-based Proof of Concept project to verify the authenticity of its degrees in a matter of seconds rather than several days. The University of St. Gallen has chosen to partner with Swiss blockchain startup BlockFactory and used its certification solution to create immutable diplomas that are registered on the Ethereum blockchain.,Local,Switzerland,CH,The University of St. Gallen,Academic-Research,2019,,,Education,R&D education.,Blockchain,No,No,No,Certification and validation processes,Pilot,808
809,case,Service,Flexible energy demand,https://www.repubblica.it/economia/rapporti/energitalia/storie/2019/10/02/news/bologna_diventa_smart_con_la_prima_comunita_energetica-237490328/,,"The project is based on the use of the blockchain with the objective of making energy demand flexible: citizens and companies will benefit from reduced rates thanks to one of the partners of the energy community, the first energy community was tested in Bologna. The initiative was part of the GECO (Green Energy Community) project promoted by AESS (Agency for Energy and Sustainable Development), as coordinator, ENEA and the University of Bologna, with the participation of CAAB / FICO and the local development agency North East Pillar-District.",Local,Italy,IT,Agency for Energy and Sustainable Development,Central-Government,2019,,,Environmental protection,Fuel and energy,Blockchain,No,No,No,Prediction and planning ,Pilot,809
810,case,Service,Enhancing intermodal freight movements,https://www.themeditelegraph.com/en/shipping/2019/11/09/news/marseille-completes-blockchain-Proof of Concept-scheme-1.38052980,,"The Marseille Fos port authority proved a solution’s scope for enhancing intermodal freight movements on major French logistics axis the Mediterranean-Rhone-Saone (MeRS) corridor. The Blockchain solution allows users to share access to protected data ranging from customs documentation to cargo tracking including the loading/discharge, weight and origin/destination of containers. ",National,France,FR,Marseille Fos port authority,Local Government,2019,,,Economic affairs,Transport,Blockchain,No,No,No,Data Sharing Management,Pilot,810
811,case,Service,University certificates verification,https://coinrivet.com/university-certificates-in-spain-blockchain/,,"Three Spanish higher education institutions are Proof of Concepting blockchain to validate university certificates. The trial began in the region of Murcia and used a new certification standard based on Distributed Ledger Technology (DLT). The universities include the University of Murcia, the Polytechnic University of Cartagena (UPCT), and the San Antonio Catholic University. The institutes have agreed to use DLT with the aim of minimising the falsification of academic diplomas.",National,Spain,ES,"University of Murcia, Polytechnic University of Cartagena (UPCT), and the San Antonio Catholic University",Academic-Research,2020,,,Education,R&D education.,Blockchain,No,No,No,Certification and validation processes,Pilot,811
812,case,Service,Verification of COVID-19 testing,https://www.coindesk.com/business/2020/06/17/austrian-government-funds-development-of-blockchain-based-covid-19-app/,,"The project is ccalled QualiSig and uses elements of Austria’s digital identity system to create three COVID-related prototypes around fraud prevention, fake news and health data. The project uses transparent, encrypted communications and secure and decentralized data storage. Citizens will have sole responsibility for control over their data, using qualified digital signatures through mobile devices. The QualiSig prototypes use the Ardor blockchain built by Swiss firm Jelurida and its Ignis tokenizing system.",National,Austria,AT,Federal Ministry for Digital and Economic Affairs,Central-Government,2020,,,Health,R&D health.,Blockchain,No,No,No,Data Sharing Management,Pilot,812
813,case,Service,Loans and insurance services requests simplification,https://www.agendadigitale.eu/cittadinanza-digitale/blockchain-nella-pa-per-erogare-nuovi-servizi-lesperienza-del-mef/,,"The project is called CreditoNet 2.0 and was born with the aim of expanding and innovating the services offered to provide and manage withholdings on payslips, for loans taken out by public administration employees. For this initiative, the use of SIAChain was chosen, the Blockchain network that involves the largest Italian banks, through the use of this technology it is possible to simplify the current interview system between the Ministry of Economy and Finance (MEF), employees and the financial world, offering various advantages both on the security side of information processing, both on the efficiency and speed of reconciliation activities, as well as enabling an innovative approach to reviewing the process.",National,Italy,IT,"Direzione dei Sistemi Informativi e dell’Innovazione, Ministry of Economy and Finance (MEF)",Central-Government,2019,,,Economic affairs,R&D economic affairs,Blockchain,No,No,No,Financial management and support ,Pilot,813
814,case,Service,Entrepreneur Passport,https://dutchblockchaincoalition.org/en/use-cases-2/onderwijs-certificaten-en-diplomas-3-2-2,,"As of 1 August 2021, European citizens are supposed to be able to set up a company entirely digitally. With that in mind, the Royal Dutch Association of Civil-Law Notaries (KNB) asked the Dutch Blockchain Coalition to help think about the role of blockchain in the digital process for founding a company. Together with representatives of the KNB, the chambers of commerce, ABN AMRO, Pwc and the Tax and Customs Administration, the concept of an ‘enterprise passport’ has been worked out.",National,Netherlands,NL,Dutch Blockchain Coalition,Non-governmental,2021,,,Economic affairs,R&D economic affairs,Blockchain,No,No,No,Registration and data notarisation processes,In development,814
815,case,Service,Carrière Wallet,https://dutchblockchaincoalition.org/en/use-cases-2/carri%C3%A8re-wallet,,"Career Wallets are apps that let individuals manage their own digitally validated diplomas and other proofs of qualifications, certificates of good conduct and so forth, letting them be presented e.g. to employers when they start work. Such wallets give the employees greater control over their own details and credentials, as well as a secure way of storing such data digitally. Various practical tests are already underway. About forty large employers are collaborating on this with Rabobank and Randstad. The UWV (Employee Insurance Administration Agency) is running an ongoing practical test with the Municipality of Rotterdam, and the Ministry of the Interior and Kingdom Relations (BZK) is currently developing a wallet for the European Blockchain Infrastructure allowing e.g. verified credentials for diplomas to be shared.",National,Netherlands,NL,Employee Insurance Administration Agency,Central-Government,2021,,,Education,General services.,Blockchain,No,No,No,Certification and validation processes,Pilot,815
816,case,Service,uNLock the world,https://dutchblockchaincoalition.org/en/use-cases-2/unlock,,"In February 2020, various well-known organisations from the commercial and scientific sectors joined forces in uNLock. This initiative led to a digital solution being created that lets members of the public themselves share coronavirus test results in a trusted and digitally secure way, giving them access to “bubbles”– controlled environments where the risk of coronavirus infection is very low. The digital proof of a negative test result is the final element that lets an event venue create a controlled bubble.",National,Netherlands,NL,Dutch Blockchain Coalition,Non-governmental,2020,,,Health,Public health services.,Blockchain,No,No,No,Data Sharing Management,Pilot,816
817,case,Service,My pension rights transfer,https://dutchblockchaincoalition.org/en/use-cases-2/onderwijs-certificaten-en-diplomas-4,,"The Mijnwaardeoverdacht.nl platform (My pension rights transfer) is the first blockchain application internationally in the pensions domain. The prototype was developed jointly with several large pension providers and a team of platform developers at APG, under the name Hyfen. You can use this platform to transfer pensions rights much more quickly and simply – and safely. This application searches for pensions for you and immediately gives you the option of looking at a proposal for transferring the value. All the main elements are covered in the proposal, letting you make a proper comparison between the two pensions arrangements. The platform has been developed with a modular structure that allows the administrative systems of pensions sector parties to be connected together. After a technology assessment was carried out, a combination of proven technology (such as databases and cloud infrastructure) combined with distributed ledger technology (DLT) was chosen for implementing the pension rights transfer platform. DLT is essentially a kind of records system that the information can be stored in. In this case, DLT is only part of the overall solution and is used specifically where it can add value, namely in creating a shared understanding for the parties.",National,Netherlands,NL,Dutch Blockchain Coalition,Non-governmental,2021,,,General public services,General services.,Blockchain,No,No,No,Service integration (various),Pilot,817
818,case,Service,Electronic bill of lading (eBL),https://www.portofrotterdam.com/en/news-and-press-releases/singapore-and-rotterdam-successfully-complete-trial-with-electronic-bill-of,,"Singapore and the Netherlands have collaborated since 2019 to explore electronic bills of lading (eBL) on the Europe-Far East trade lane where Singapore and Rotterdam are two major transhipment ports. This trial demonstrated that an eBL issued by one platform could be verified and processed by another digital trade platform. Before we can start making extensive use of this new option, countries will need to adapt their legislation to accept an electronic bill of lading (eBL) as legally valid in addition to conventional hard copies.",Across Countries,Netherlands,NL,Port of Rotterdam,Local Government,2021,,,Economic affairs,Transport,Blockchain,No,Yes,No,Tracking of goods and assets along the supply chain ,Pilot,818
819,case,Service,Energy trading platform,https://www.ledgerinsights.com/german-government-backs-build-of-blockchain-energy-trading-platform-best/,,"The German Ministry of Economic Affairs and Energy is funding a three-year research project conducted by the Reiner Lemoine Institute focused on implementing blockchain technology in electricity trading. The project is entitled BEST, a German acronym for Blockchain-based decentralized energy market design and management structures. The BEST project develops an electricity market provider system (SMBS) that supports local electricity trading where surpluses and bottlenecks can balance each other out in real-time. ",National,Germany,DE,Reiner Lemoine Institute ,Academic-Research,2021,,,Economic affairs,Fuel and energy,Blockchain,No,No,No,Supporting disintermediation ,Pilot,819
820,case,Service,Privacy engine,https://opdrachten.digipolis.be/en/blog/Blockchain-projects-in-Antwerp,,"The ACPaaS Privacy engine uses blockchain technology. It’s an innovative concept, whereby the engine functions as a gateway or middleware and subsequently protects all privacy-sensitive services and data. All access to privacy sensitive data is checked and assessed, after which a decision is reached as to whether the application or user may access certain data or services, plus a log is maintained of when, by whom and why the data or service has been requested. The Privacy engine ensures all privacy rules are respected and that applications satisfy the GDPR regulations.",National,Belgium,BE,City of Antwerp,Local Government,2020,,,General public services,R&D general public services.,Blockchain,No,No,No,Data Sharing Management,Pilot,820
821,case,Service,Digital talent profile,https://opdrachten.digipolis.be/en/blog/Blockchain-projects-in-Antwerp,,"The city of Antwerp is using the digital talent profile to collect all the children’s talents and passions. This allows us to advertise them beyond the organisations and associations’ boundaries and ensures those supervising the children can stimulate them even more by playing to their strengths. This digital tool’s underlying technology is blockchain, used to enforce the concept of self-sovereign identity based on claim, proof and attestation. They are always given a unique and unalterable timestamp. Children can therefore make their own decisions as to who they would like to share which talents with and for how long.",Local,Belgium,BE,City of Antwerp,Local Government,2020,,,Education,R&D education.,Blockchain,No,No,No,Authentication of self-sovereign Digital ID services,Pilot,821
822,case,Service,European Social Security Pass,https://ec.europa.eu/social/main.jsp?catId=1545&langId=en,,"The European Social Security Pass pilot project aims at exploring the feasibility of a digital solution to improve cross-border verification of social security coverage and address challenges in mobile citizens’ identification and authentication for social security coordination purposes. Such a solution will be developed by leveraging the European Blockchain Services Infrastructure (EBSI) platform, the first EU-wide blockchain infrastructure supporting the delivery of cross-border services, for instance for citizens to manage their own identity, educational credentials and register documents. The pilot project, which started in March 2021, involves around a dozen of interested countries and remains open to participation from other interested Member States. It will address the most relevant technical, organisational and legal issues of the envisaged solution, also in view of a possible large-scale deployment.",Across Countries,European Union,EU,European Blockchain Services Infrastructure (EBSI),Academic-Research,2021,,,General public services,General services.,Blockchain,No,Yes,No,Service integration (various),Pilot,822
823,case,Service,BIMChain: the blockchain application for managing BIM files,https://www.blockchain4innovation.it/mercati/logistica-e-trasporti/bimchain-lapplicazione-blockchain-per-la-gestione-dei-file-bim/,,"Building Information Modeling (BIM) is an innovative methodology that includes the design, construction and management of a business or infrastructure using digital structures for collecting and sharing information. The BIMChain project, conceived by Italferr represents one of the first successful cases of application of blockchain in the BIM methodology. BIMChain is an application that integrates blockchain technology into the BIM methodology to create a sharing and collaboration environment managed through the use of smart contracts, the application guarantees transparency and traceability of the digital identity of BIM files, roles, skills, operations performed on the files and exchange processes, generating trust among all the actors involved.",National,Italy,IT,Italferr,Private sector,2021,,,Economic affairs,Transport,Blockchain,No,No,No,Data Sharing Management,Pilot,823
824,case,Service,Diploma Notarization,https://www.ice.it/it/utilizzo-della-tecnologia-blockchain-la-notarizzazione-dei-diplomi-del-52deg-corce-f-de-franceschi,,"ICE, the Agency for the promotion abroad and internationalization of Italian companies  has recently launched a pilot project for the use of blockchain technology to certify  diplomas of the 52nd CORCE Fausto De Franceschi, accredited Master for the internationalization of companies ASFOR. The procedure, implemented through the so-called ""notarization"" of data through distributed registers, guarantees the saving of information on the diplomas issued by attributing certain date, proof of paternity and immutability. ",National,Italy,IT,ICE - Agenzia per la promozione all'estero e l'internazionalizzazione delle imprese italiane,Central-Government,2021,,,Education,Tertiary education.,Blockchain,No,No,No,Certification and validation processes,Pilot,824
825,case,Service,A blockchain platform for public administration,https://www.fortuneita.com/2021/04/16/una-piattaforma-blockchain-per-la-pubblica-amministrazione/,,"The platform has been developed by Blockchain Italia for Flp, Federazione dei lavoratori pubblici. The platform has already been used for some practices such as the approval of a budget remotely or in the first case of remote trade union conciliation between company and worker. But also in the negotiation of a supplementary collective agreement for the institute and in the first case of notarization of high school diplomas . ",National,Italy,IT,Federazione dei lavoratori pubblici,Non-governmental,2021,,,General public services,General services.,Blockchain,No,No,No,Registration and data notarisation processes,Pilot,825
826,case,Service,Secure Digital Identities,https://www.ledgerinsights.com/deutsche-telekom-bosch-in-identity-project-backed-by-german-government-idunion/,,"The cooperative IDunion was chosen for a German innovation competition to “Showcase Secure Digital Identities”. The second phase of the project is backed by the German Federal Ministry for Economic Affairs and Energy. Partners include DB Systel, Deutsche Telekom, GS1 Germany, Robert Bosch, Siemens and ten others with another 26 associate partners. IDunion’s aim is to use self-sovereign identities (SSI) to launch a production network and implement more than forty identity applications. Use cases range from education, mobility and e-health to finance and IoT solutions. It aims to establish identities for people, legal entities as well as things. Because the project is in its second phase, it already has a test network up and running with multiple functioning identity wallets.",National,Germany,DE,German Federal Ministry for Economic Affairs and Energy,Central-Government,2021,,,General public services,General services.,Blockchain,No,No,No,Authentication of self-sovereign Digital ID services,Pilot,826
827,case,Service,"Private, institutional and non-profit blockchain network",https://it.cointelegraph.com/news/la-citta-di-lugano-presenta-la-propria-blockchain-privata-3achain,,"The Swiss municipality of Lugano, in the Canton of Ticino, will launch of its private, institutional and non-profit blockchain. It will be called ""3Achain"" and will be freely usable by companies and public bodies, as well as by the academic and research world. The aim of the project, introduced as part of the Lugano Living Lab's economic promotion activity, is to make the city a reference point in the world of blockchain technology. Accessibility represents a focal point for the Lugano blockchain. In fact, the project allows anyone, from companies to individual citizens , to approach this innovative tool quickly and easily. Users also enjoy advantageous tariff plans, which encourage experimentation and the launch of new business ideas. Finally, the infrastructure is based on entirely open-source technologies, so that the benefits of innovation can always be shared.",Local,Switzerland,CH,Municipality of Lugano,Local Government,2021,,,General public services,R&D general public services.,Blockchain,No,No,Yes,Data Sharing Management,Pilot,827
828,case,Service,National Green Pass,https://www.sanmarinoinnovation.com/press-reports/csmz8dn9habdorhrarr7rsrby515k7,,"The San Marino Digital Covid Certificate covers vaccination against Sars-Cov2, past infection or negative test result. The certificate issued has a validity of 1 week starting 15 days after the first vaccination dose or 9 months from the completed vaccination cycle. The certificate is issued upon personal request, in a paper or digital format, by the ISS or facilities authorized by the San Marino health authorities. The San Marino Digital Covid Certificate, using a public key for issuance and validation, has been set up as a national infrastructure at San Marino Innovation S.p.A. This ensures the integrity, authenticity and control of the data contained therein. The entity temporarily performs the functions of Country Signing Certification Authority (CSCA) and is in charge of issuing the Root Certificate for the generation of public and private keys necessary for signing the digital certificates. According to the Ministry of Health and Social Security, the extremely efficient development is owed fully to the multi-layered, fruitful collaboration between San Marino’s public entities and private partners DNV and VeChain.",National,San Marino,SM,San Marino Innovation S.p.A.,Central-Government,2021,,,Health,Public health services.,Blockchain,No,No,No,Certification and validation processes,Implemented,828
829,case,Service,PlanetWatch: monitoring air quality,https://www.blockchain4innovation.it/start-up/planetwatch/,,"PlanetWatch SaS is a startup born in January 2020 that deals with environmental monitoring, starting with air quality. It aims to “monitor” the pollution levels of the planet through the creation of a global monitoring network with decentralized governance . PlanetWatch brings together IoT devices, big data, AI for data analysis and blockchain: the data generated by four types of environmental sensors, indoor and outdoor, is written, validated and tracked on the Algorand blockchain, composing the first public ledger and distributed on air quality. This data is then analyzed by a software suite that uses Artificial Intelligence algorithms and finally shared, in compliance with the GDPR, on web and mobile interfaces such as customized dashboards, interactive maps, transasction logs and apps that build a Sentiment Analysis in real time  based on the surveys of users on the move.",National,Italy,IT,PlanetWatch,Private sector,2021,,,Environmental protection,Environmental protection n.e.c.,Blockchain,No,Yes,No,Data Sharing Management,In development,829
830,case,Service,Blockchain service infrastructure,https://www.blockchain4innovation.it/istituzioni-e-associazioni/ibsi-la-blockchain-al-servizio-dei-cittadini-e-del-sistema-italia/,,"The Italian blockchain service infrastructure project has the objective of making available all the potential of architecture, the relationship between citizens and public administration services more efficient. Putting the blockchain at the service of the Italian system, creating a national network (the first of its kind) that makes it possible to offer more efficient public services, develop sustainable energy models and even contribute to the fight against climate change. These are the objectives of the IBSI (Italian blockchain service infrastructure ) project, promoted by the Agency for Digital Italy (AGiD), Cimea, Cai Piemonte, Enea, Inail, Infratel Italia, Inps, Politecnico di Milano, Poste Italiane, Rse, Gse, Sogei and University of Cagliari. The initiative aims to test the design and development methods of an ecosystem based on Distributed Registers (DLT) technologies , in line with the European Strategy which is creating, with the Italian contribution, a similar infrastructure within the European blockchain partnership . In this framework, the new network will have to operate in line with the principles of protection, integrity, interoperability and information sharing.",National,Italy,IT,Agency for Digital Italy (AGiD),Central-Government,2021,,,General public services,General services.,Blockchain,No,No,Yes,Data Sharing Management,In development,830
831,case,Service,Blockchain to protect intellectual property,https://cointelegraph.com/news/russian-space-agency-uses-blockchain-to-protect-intellectual-property,,"Russia’s space agency, Roscosmos, aims to fight intellectual property infringement in the space industry with blockchain technology. Roscosmos started testing an IP protection solution based on the Waves Enterprise blockchain platform, a hybrid blockchain platform developed by the eponymous local blockchain firm. Dubbed IP Guard, the blockchain-based tool detects violations of IP belonging to Roscosmos and other industry organizations. The solution also enables Roscosmos to provide non-monetary rewards for detecting IP infringement cases through smart contracts. As part of the platform’s remuneration program, network participants will receive “cosmotokens” that can be later exchanged for merchandise from the agency as well as other space industry organizations.",National,Russia,RU,Roscosmos,Central-Government,2021,,,Economic affairs,Other industries,Blockchain,No,No,No,Managing Copyright and IPR ,Pilot,831
832,case,Service,Pharmaledger: blockchain enabled healthcare,https://pharmaledger.eu/,,"Pharmaledger is a project that brings together a large consortium made up of pharmaceutical companies, public bodies, small and medium-sized enterprises with the aim of promoting the development and adoption of the blockchain in the healthcare sector. The goal is to provide a blockchain-based platform for the healthcare sector, using three macro areas of use cases: the Supply Chain, Clinical Trials and Health Data. According to PharmaLedger aimed, blockchain technologies can provide solutions at reducing healthcare costs, drug development processes, and their lead times. PharmaLedger is a project funded within the Innovative Medicine Initiative (IMI), and sees the participation of over twenty partners located in Europe and beyond. The main pharmaceutical industries of the European Federation of Pharmaceutical Industries and Associations (EFPIA) participate in the front line, supported by patient associations, together with a diverse team of universities and research institutions, public and non-profit bodies and small and medium-sized enterprises.",Across Countries,European Union,EU,Innovative Medicines Initiative (IMI) and the European Federation of Pharmaceutical Industries and Associations (EFPIA) ,Central-Government,2021,,,Health,R&D health.,Blockchain,No,Yes,No,Data Sharing Management,Pilot,832
833,case,Service,Public procurement: streamlined and faster digital procedures ,https://www.blockchain4innovation.it/mercati/pubblica-amministrazione/appalti-pubblici-proposta-rivoluzionaria-di-unionsoa-e-ibm-al-governo-con-la-blockchain-procedure-digital-piu-snelle-e-veloci/,,"The project is a totally digital qualification system which, allows to simplify the administrative process and overcome the operational fragmentation of the public procurement chain. The blockchain project, implemented on the IBM cloud, runs along two assets: notarization and notification. The first aspect aims at allowing the characterizing information to be memorized, so that from that moment on, the documents can be consulted by all those who will be authorized to access the system. This will make it possible to provide some services including proof of existence of a dossier, proof of originality and proof of provenance indicating who created the document. The second aspect is instead aimed at giving certain evidence of the documentation management methods by storing each step on the blockchain.",National,Italy,IT,Associazione Nazionale Società Organismi di Attestazione - Unionsoa,Central-Government,2021,,,General public services,General services.,Blockchain,No,No,No,Registration and data notarisation processes,Pilot,833
834,case,Service,Ecocoin: encouraging virtuous behavior,https://www.blockchain4innovation.it/tecnologie/premi-in-ecocoin-per-chi-ricicla-blockchain-e-iot-incentivano-i-comportamenti-virtuosi/,,"EcoCoin was created to give concrete value to actions such as recycling, use of zero-emission vehicles or any other sustainable behavior and to favor the logic of the circular economy. On one hand onnect man and machine using the latest generation interconnected sensors (IoT); on the other hand , the use of blockchain guarantees the immutability of the data,  the measurement of sustainable action and therefore the generation of the value attributed to it. The process is the result of a simple sequence of actions: the citizen creates his own profile with an associated wallet, then interfaces with the municipal waste collector and enters the waste to be recycled. At that point the collector measures the amount of waste and generates EcoCoin , which the citizen will spend in the affiliated circuits within the Municipality.",National,Italy,IT,Affidaty,Private sector,2021,,,Environmental protection,R&D environmental protection.,Blockchain,No,No,No,Payments and international transactions ,Pilot,834
835,case,Service,Blockchain for emergency services,https://cointelegraph.com/news/polish-city-becomes-first-to-adopt-ethereum-blockchain-for-emergency-services,,"Olsztyn, Poland is leveraging Etherum's blockchain to aid the provision of emergency services, offering another tangible use case for distributed ledger technology. Olsztyn has completed a successful trial run of SmartKey, a bridging technology that connects blockchain with physical assets, to aid in police, fire and ambulance services. SmartKey enables rescue teams to perform their jobs more efficiently by connecting a smart contract to Teltonika smart devices that are used by local rescue teams. This connection enables emergency crews to enter any building in the city without having to track down a keyholder or wait for permission. ",Local,Poland,PL,SmartKey,Private sector,2020,,,Health,Public health services.,Blockchain,No,No,No,Authentication of self-sovereign Digital ID services,Pilot,835
836,case,Service,Service to register digital acts,https://www.blockchain4innovation.it/legal-2/giustizia-digitale-il-tribunale-di-cremona-sceglie-la-blockchain-di-stampiz/,,"The Gip-Gup section of the Court of Cremona collaborated with Stampiz to register digital acts. Thanks to this service the section did not suspend the hearings during the Covid emergency and also managed to recover the postponements due to the lockdown. This service has now reached an advanced stage of experimentation and is being developed, and which concerns  registry activities and in particular the registration of digital documents of the office, such as judgments, files, copies and certificates. Registration takes place completely anonymously and without the file being moved from the Court's servers.",Local,Italy,IT,The Court of Cremona,Central-Government,2020,,,General public services,Law courts,Blockchain,No,No,No,Registration and data notarisation processes,In development,836
837,case,Service,Digital credentials for graduates,https://www.bcdiploma.com/en/blog/digital-credentials-press-release-university-of-lille-project-2021-06-02,,"Since July, 2021, the University of Lille issues digital credentials for all its graduates, using blockchain technology. University students receive a link to display a digital credential after their graduation being able to store it in a secure personal wallet and present it to any other university, administration or recruitment platform, ensuring that the credentials are instantly recognized as valid and authentic, without having to contact the issuing university. ",Regional,France,FR,University of Lille,Academic-Research,2021,,,Education,R&D education.,Blockchain,Yes,No,No,Certification and validation processes,Implemented,837
838,case,Service,"EnergieKnip, Energy Wallet",https://energieknip.nl/en/,,"EnergieKnip rewards citizens of Emmen, a municipality of about 100,000 citizens in the northeast of the Netherlands, with digital tokens for anonymously sharing data about energy-saving measures used at home. The tokens can be used to buy energy-saving devices in local stores. On a macro level, this is part of a wider drive by the Netherlands government to reduce energy expenditure to reach the UN’s global climate goals. Its goals are to educate citizens about energy issues, encourage them to install devices in their homes to reduce the overall national energy consumption, increase demand for energy-saving devices, and collect anonymized information about energy use in the area. IOTA, an open-source blockchain technology was chosen for EnergieKnip, its lack of transaction fees makes it a low-cost network to operate; if sustainable solutions are to be found for the climate crisis, they need to save money as well as energy. Also, high-transaction speeds make it an easy network to operate.",Local,Netherlands,NL,Municipality of Emmen,Local Government,2021,,,Environmental protection,Environmental protection n.e.c.,Blockchain,Yes,No,Yes,Payments and international transactions ,Implemented,838
839,case,Service,Data Valorization Services,https://token-project.eu/use-cases/,,"This is a use case of the EU funded project, TOKEN. Its objective is the valorization of Santander's municipality datasets generated by Smartcity IoT platforms.",Local,Spain,ES,Municipality of Santander,Local Government,2020,,,General public services,General services.,Blockchain,No,No,No,Data Sharing Management,Pilot,839
840,case,Service,The red button: debt pause button,https://www.volkskrant.nl/nieuws-achtergrond/gun-de-schuldenaar-even-vrijaf-van-facturen-en-boetes-zeggen-schuldhulpverleners~b4921071/?referrer=https%3A%2F%2Fes.search.yahoo.com%2F,,"The pause button is a new instrument in the world of debt counseling that has been used in Amsterdam on a trial basis for more than a year. Due to the temporary collection stop, the debtor is given the peace and space to focus on a financial solution. Because people with debts can receive free help through the municipality, but a possible debt restructuring can take many months or even more than a year. The organization is supported by a number of parties that are already experimenting with something that resembles such a 'debt pause button': the municipalities of Amsterdam, The Hague and Eindhoven and the Central Judicial Collection Agency (CJIB).",Local,Netherlands,NL,"The municipalities of Amsterdam, The Hague and Eindhoven",Local Government,2020,,,Economic affairs,R&D social protection.,Blockchain,No,No,No,Financial management and support ,Pilot,840
841,case,Service,Self Sovereign Attendancy,https://northsearegion.eu/media/16508/pilot-story-blockchainlab-drenthe-3.pdf,,"At many conferences, events and classes, attendees are required to sign in via some form of attendance list. They often end up putting their name and signature on a public list, which many people can see or access. The typical registration sheet - usually a paper list open for everybody to see, is outdated and is often not GDPR compliant, as anybody with access to the list can copy the information on it. If any of the organizations involved had an incentive to manipulate the attendance numbers, a paper attendee list is very susceptible to fraud. Blockchain technology can offer a solution to this problem with the development of the Self Sovereign Attendance App. With this app, based on IOTA, people can check in on a decentralized blockchain, which is immutable, transparent and cryptographically protected, so that only the authorized parties can access and see attendee data. The proof of concept was successful, and BlockchainLab is continuing to develop the pilot building prototypes for the production app. With this solution, it has been shown how a blockchain-enabled solution can improve the safety, trust and fairness for different groups of users and organisations.",Local,Netherlands,NL,Blockchainlab Drenthe,Local Government,2021,,,General public services,General services.,Blockchain,No,No,No,Data Sharing Management,Pilot,841
842,case,Service,Generating Health Certificates,https://northsearegion.eu/media/16529/pilot-story-oldenburg.pdf,,"Like other Cities in Germany, Oldenburg has to register local sex workers as required by the ‘Prostitutes Protection Act’ a German Federal Law that came into force in July 2017. One of the problems that health organizations in Oldenburg are dealing with is that of fake or invalid registration certificates. The blockchain solution developed ensures the accuracy, integrity, and source of the certificates, while also maintaining the sex worker's privacy and provides a way to prove that the sex worker’s health certificate is up to date. Scalability, no transaction fees, and security made IOTA the selected technology solution for this use-case.",Local,Germany,DE,"University of Oldenburg,",Local Government,2021,,,Health,Public health services.,Blockchain,No,No,No,Certification and validation processes,Pilot,842
