entry_type,cid,id,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,lead_organisation:name,lead_organisation:category
case,10014,140010,Service,Corna-Warn-App,https://www.bundesregierung.de/breg-de/themen/corona-warn-app/corona-warn-app-englisch,,"The Corona-Warn-App helps us to determine whether we have had any contact with an infected person which could result in a risk of catching the virus. This way, we can interrupt chains of infection more quickly. The app is a service by the Federal Government. Download and use of the app are entirely voluntary.",National,Germany,DE,"German Government",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,Yes,No,"Contact tracing","In production","German Government",Governmental
case,10014,140011,Service,VirusRadar,https://virusradar.hu/,,"The Virus Radar is a mobile application which is the basis of the best international examples have been developed to protect against the coronavirus. The app can be used to examine contact with proven infected people by measuring the distance of mobile devices using Bluetooth. The Virus Radar helps the work of epidemiologists contact research. By using the phone numbers of users who also run VirusRadar , professionals can access those the infected person has encountered in the past 14 days, potentially infecting them.",National,Hungary,HU,"Ministry of Innovation and Technology",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Ministry of Innovation and Technology",Governmental
case,10014,140012,Service,"COVID Tracker",https://covidtracker.gov.ie/,,"COVID Tracker is a free app for your mobile phone. It will help us to protect each other and slow the spread of coronavirus (COVID-19) in Ireland. Using the COVID Tracker app along with the existing public health measures will help us all stay safe when we meet up, socialise, work or travel.",National,Ireland,IE,"Government of Ireland",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,Yes,No,"Contact tracing","In production","Government of Ireland",Governmental
case,10014,140013,Service,Immuni,https://www.immuni.italia.it/,,"Immuni is an app created to help us fight epidemics, starting with COVID-19. The app has a contact tracing feature. When users discover they have tested positive for the virus, Immuni allows them to anonymously alert people they have been in close contact with and who may also have been infected. By being informed promptly (potentially even before developing symptoms of the virus), these people can contact their general practitioner to discuss their situation. Doing so can prevent them from infecting others, helping to reduce the spread of the virus.",National,Italy,IT,"Presidenza del Consiglio dei Ministri",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,Yes,No,"Contact tracing","In production","Presidenza del Consiglio dei Ministri",Governmental
case,10014,140014,Service,"Apturi Covid",https://www.apturicovid.lv/#en,,"The app is a solution that helps limit the spread of coronavirus in Latvia and find out faster if you have been exposed to COVID-19. This app enables you to make the decision to self-isolate faster to help keep your friends, family and the general public safe, as well as monitor symptoms and seek help faster if needed.",National,Latvia,LV,"Ministry of Health and Centre for Disease Prevention and Control",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Ministry of Health and Centre for Disease Prevention and Control",Governmental
case,10014,140015,Service,"Korona STOP LT",https://koronastop.lrv.lt/,,"Korona Stop LT is the official Exposure Notifications App for Lithuania created by the authority of the Ministry of Health of the Republic of Lithuania, on behalf of the National Public Health Center under the Ministry of Health.",National,Lithuania,LT,"Ministry of Health",Governmental,2021,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Ministry of Health",Governmental
case,10014,140016,Service,"COVIDAlert Malta",https://covidalert.gov.mt/,,"COVID Alert Malta is an app that helps us fight the COVID-19 epidemic. The app aims to notify users at risk of having been exposed to the virus as early as possible – even when they are asymptomatic. These users can then get tested. This minimises the spread of the virus, whilst speeding up a return to normal life in Malta. By being alerted early, if these users test positive they can also receive any necessary treatment promptly and lower the risk of serious consequences",National,Malta,MT,"Malta Information Technology Agency",Governmental,2021,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Malta Information Technology Agency",Governmental
case,10014,140017,Service,CoronaMelder,https://coronamelder.nl/,,"CoronaMelder is the official Dutch coronavirus notification app, developed under supervision by the Ministry of Health, Welfare and Sport. The app digitally helps the Municipal Public Health Service’s (GGD) with their source and contact research.",National,Netherlands,NL,"Ministry of Public Health, Welfare and Sport",Governmental,2021,Yes,,Health,Information,"Internet of things",Unknown,Yes,No,"Contact tracing","In production","Ministry of Public Health, Welfare and Sport",Governmental
case,10014,140018,Service,Smittesstopp,https://www.helsenorge.no/en/smittestopp/,,"Smittestopp is an app from the Norwegian Institute of Public Health (""Folkehelsesinstituttet (FHI)"" in Norwegian). The app is intended to help prevent coronavirus from spreading among the population and is completely voluntary and safe to use. You must be 16 or older to use the app.",National,Norway,NO,"Norwegian Institute of Public Health",Governmental,2021,Yes,,Health,Information,"Internet of things",Unknown,Yes,No,"Contact tracing","In production","Norwegian Institute of Public Health",Governmental
case,10014,140019,Service,"ProteGO Safe",https://www.gov.pl/web/protegosafe,,"STOP COVID - ProteGO Safe is an application that will help us overcome the most severe restrictions related to a pandemic. The more of us use it, the faster and more effectively we will reduce the pace and extent of the spread of the coronavirus. It is also professional help for both healthy and infected people.",National,Poland,PL,"Government of Poland",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Government of Poland",Governmental
case,10014,140020,Service,"StayAway COVID",https://stayawaycovid.pt/landing-page/,,"STAYAWAY COVID is an application that runs on iOS and Android mobile phones and is intended to support the country in its efforts to screen for COVID-19. By monitoring your most recent contacts, the app allows you to know, simply and safely, whether you have been exposed to the disease. The STAYAWAY COVID app is entirely voluntary and free and at no time requires access to your identity or personal data.",National,Portugal,PT,"INESC TEC",Private,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","INESC TEC",Private
case,10014,140021,Service,#OstaniZdrav,https://www.gov.si/en/topics/coronavirus-disease-covid-19/the-ostanizdrav-mobile-application/,,"The mobile application for protecting public health and lives, #OstaniZdrav (#StayHealthy), is a tool that informs you if you have been in contact with an infected person. With its use and the observance of recommendations, each person contributes their share to restricting the spread of the virus and the protection of our own health, the health of our loved ones and that of society as a whole.",National,Slovenia,SI,"Government of Slovenia",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Government of Slovenia",Governmental
case,10014,140022,Service,"Radar Covid",https://radarcovid.gob.es/,,"Official application of the Government of Spain for COVID-19 contact tracing.",National,Spain,ES,"Spanish Government",Governmental,2020,Yes,,Health,Information,"Internet of things",Unknown,No,No,"Contact tracing","In production","Spanish Government",Governmental
case,10015,150001,Project,Wheelmap,https://news.wheelmap.org/,,"Wheelmap has the objective to realise an online map for finding and marking wheelchair accessible place which helps people with reduced mobility get around in cities. Routes, places and transport options are labelled in terms of their ease of access for people with wheelchairs.",International,Germany,DE,SOZIALHELDEN,"Private company",2010,No,2011,"Social protection",Information,Api,Unknown,Yes,No,"Smart city","In production",SOZIALHELDEN,"Private company"
case,10015,150002,Project,CloudOpting,https://cordis.europa.eu/project/id/621146,,"CloudOpting is the European App Store for public services, which aims to provide a cloud-based platform for governments to deliver services to citizens while reducing administration and IT fees.",International,Spain,ES,"Institut Municipal d'Informàtica Barcelona",Consortium,2014,No,2017,"General public services","Service integration",Api,Unknown,Yes,No,"Service integration",Pilot,"Institut Municipal d'Informàtica Barcelona",Consortium
case,10015,150003,Project,"EDUCLOUD - EduCloud Service Standard",https://educloudalliance.org,,"EduCloud (ECA) is an alliance for the implementation of an open educational cloud service standard (EduCloud), initiated by the Finnish Ministry of Education and Culture. The aim is to develop a nation-level ecosystem focusing on international awareness, which connects the users, purchasers, developers and service providers of learning services.",International,Finland,FI,"Ministry of Education and Culture",Governmental,2015,No,2016,Education,"Service integration","Internet of things",Unknown,Yes,No,"Service integration","In production","Ministry of Education and Culture",Governmental
case,10015,150004,Project,"ENERGIC OD - European NEtwork for Redistributing Geospatial Information to user Communities - Open Data",https://cordis.europa.eu/project/id/620400,,"ENERGIC OD aim is to deploy a set of Virtual Hubs (VH) by integrating an existing broker framework with other selected technologies to provide users with a single point of access to geospatial datasets provided by new or existing platforms and infrastructures, including INSPIRE-compliant systems and GMES/Copernicus services.",International,"European Union",,CNR,Consortium,2014,No,2017,"General public services","Data access",Api,Unknown,Yes,No,"Data access and reuse",Pilot,CNR,Consortium
case,10015,150005,Project,"CAREWELL - Multi-level integration for patients with complex needs",https://cordis.europa.eu/project/id/620983,,"Carewell will focus in particular complex, multi-morbid elderly patients, who the patients most in need of health and social care resources (35% the total cost of Health Care System) and more complex interventions due to their frailty and comorbidities (health and social care coordination, monitoring, self-management of the patient and informal care giver). ICT platforms and communication channels that allow sharing information between healthcare and social care professionals involved in the delivery care of these patients, facilitating their coordination, increasing their resoluteness and avoiding duplicities when tackling patients´ diagnostic, therapeutic, rehabilitation or monitoring needs.",International,"European Union",,"Kronikgune Institute for Health Services Research",Consortium,2014,No,2017,Health,Information,Api,Unknown,Yes,No,"Personalised healthcare",Pilot,"Kronikgune Institute for Health Services Research",Consortium
case,10015,150006,Project,"SDI4Apps - Uptake of Open Geographic Information Through Innovative Services Based on Linked Data",https://cordis.europa.eu/project/id/621129,,"The potential of geographic information (GI) collected by various actors ranging from public administration to voluntary initiatives of citizens is not fully exploited. The advancements of ICT technologies and shift towards Linked Open Data give floor to innovation.The establishment of SDIs has largely been driven by the ""traditional"" GI community and the national and European policies governing this sector. SDI4Apps seeks to build a cloud-based framework with open API for data integration focusing on the development of six pilot applications. The project draws along the lines of INSPIRE, Copernicus and GEOSS and aspires to build a WIN-WIN strategy for building a successful business for hundreds of SMEs on the basis of European spatial data infrastructures.",International,"European Union",,"University of West Bohemia in Pilsen",Consortium,2014,No,2017,"General public services","Data access",Api,Unknown,Yes,No,"Data access and reuse",Pilot,"University of West Bohemia in Pilsen",Consortium
case,10015,150007,Project,"BeyondSilos - Learning from integrated eCare practice and promoting deployment in European regions",https://cordis.europa.eu/project/id/621069,,"BeyondSilos enables delivery of integrated care to older Europeans to support them to live independently within the community by providing the ICT tools necessary to join up care pathways across organisations, in particular between social and health service providers. A key area of integration is providing cross-sectoral teams with common access to client data, including those coming from home platforms providing monitoring of physiological and environmental parameters and tools for improving self-care. BeyondSilos in Sofia aims at changing this situation by implementing and testing an integrated care record shared between social and health care providers in the region.",International,"European Union",,"Regional Health and Social Care Board",Consortium,2014,No,2017,Health,"Service integration",Api,Unknown,Yes,No,"Service integration",Pilot,"Regional Health and Social Care Board",Consortium
case,10015,150008,Project,"HoPE - Holistic Personal public Eco-mobility",https://cordis.europa.eu/project/id/621133,,"The overall platform is intended to be user oriented and user centric, in a way that will foster and promote user awareness and consciousness about public transports and eco-mobility, other than providing for a significant mix of services including info-mobility, trip planning, ticket reservation, fare calculation and mobile payments.",International,"European Union",,"Transport and Mobility Leuven",Consortium,2014,No,2017,Transport,Information,"Internet of things",Unknown,Yes,No,"Smart city",Pilot,"Transport and Mobility Leuven",Consortium
case,10015,150009,Project,Peppol,https://peppol.eu/about-openpeppol/history-of-openpeppol/,,"The PEPPOL project has contributed to the development of a pan-European, standards-based IT infrastructure. PEPPOL has not replaced, but built upon, the existing strengths of national eProcurement systems by using information and communication technologies to enable them to connect with each other. PEPPOL enables access to its standards-based IT transport infrastructure through Access Points, and provides services for eProcurement with standardised electronic document formats. PEPPOL will make electronic communication between companies and government bodies possible for all procurement processes in the EU. PEPPOL developed the Business Interoperability Specifications (BIS) for common eProcurement processes such as eCatalogue, eOrders, and eInvoices to standardize electronic documents exchanged and validated through an open and secure network, between sending and receiving Access Points for public sector buyers and their suppliers across Europe. A Virtual Company Dossier was developed for suppliers to submit company information in a standardized ‘re‐usable’ format, an eCatalogue for use in the tendering process, and a pan‐European e‐signature validation service.",International,"European Union",,OpenPEPPOL,Consortium,2008,No,2012,"Financial and fiscal affairs",Procurement,Api,Unknown,Yes,No,"Service integration","In production",OpenPEPPOL,Consortium
case,10015,150010,Service,Dublinked,https://data.smartdublin.ie/,,"Dublinked illustrates how to foster citizen empowerment and government transparency while nurturing economic and technological development. As releasing open data in cities raises many technical, legal, cultural and organisational challenges, Dublinked provides lessons for other cities willing to open their data and, through that, foster new digital businesses. Dublinked also illustrates how to design a balanced local partnership for these aims, involving 4 local authorities of the region, in partnership with the National University of Ireland Maynooth (NUIM) and a transnational IT corporation (IBM). Moreover, from an urban policy perspective, Dublinked is a flagship in a new generation of ‘soft’ local economic development initiatives. Dublinked distinguishes itself from other open data initiatives by i) proactively supporting the formation of new communities of innovators and ii) by promoting the release of complex (yet potentially more valuable) types of datasets based on data streams, live feeds, etc.",Regional,Ireland,IE,"Smart Dublin",Governmental,2011,No,2017,"General public services","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Smart Dublin",Governmental
case,10015,150011,Project,"Data Mill North (DMN)",https://www.nesta.org.uk/blog/tech-nation-2016-much-more-than-disruption/,,"Leeds City Council has created Data Mill North (DMN), one of the largest open data portals in the UK.",National,"United Kingdom",GB,Nesta,"Private company",2014,No,2016,"General public services","Data access",Api,Unknown,No,No,"Data access and reuse","In production",Nesta,"Private company"
case,10015,150012,Project,"The Leeds Bin App",https://www.nesta.org.uk/feature/eight-ways-councils-are-using-data-create-better-services/the-bin-app/,,"The bin app uses open data on Data Mill North to notify the people of Leeds of when their next bin collection will take place and which bin to put out. The app also informs people of any changes to the schedule over public holidays, such as Christmas, as well as nudging people to recycle.",Local,"United Kingdom",GB,Nesta,"Private company",2014,No,2016,"Waste management",Information,Api,Unknown,No,No,"Smart city","In production",Nesta,"Private company"
case,10015,150013,Project,"Damp Busters - Bristol’s damp sensing frogs",https://www.bristolapproach.org/bristol-approach-projects/damp-homes/,,"The Damp Frog is a ""frog shaped device"" with sensors that collect data every five minutes, saving it into a simple database. A web site gives the householder the current temperature, humidity, and dew point. This helps them to understand what they can do to reduce damp in their homes.",Regional,"United Kingdom",GB,"The Bristol Approach","Private company",2014,No,2016,"Environmental protection",Information,"Internet of things",Unknown,No,No,"Smart city","In production","The Bristol Approach","Private company"
case,10015,150014,Project,"City4Age - Elderly-friendly city services for active and healthy ageing",https://cordis.europa.eu/project/id/689731,,"City4Age enhance citizen awareness, behavioral learning and cultural adaptation to new technologies to improve senior citizens’ everyday life quality, promote policy making by citizens for citizens, reduce social isolation and senior citizens’ number in nursing homes.",National,"European Union",,POLIMI,Consortium,2015,No,2018,"Social protection",Information,"Internet of things",Unknown,No,No,"Smart city",Pilot,POLIMI,Consortium
case,10015,150015,Project,"OpenBudgets.eu - Financial Transparency Platform for the Public Sector",https://cordis.europa.eu/project/id/645833,,"The OpenBudgets.eu platform includes 13 tools aimed at administrations, data managers, and investigative journalists. They make it possible to analyse financial data from different public bodies and jurisdictions, visualise and display it online, and help viewers, even those without specialist data skills, to detect patterns and anomalies. The platform also features tutorials designed to help journalists and civil society activists to investigate public budgets and games aimed at raising awareness of data interpretation and corrupt practices. It also contains information about how EU regional funding is allocated and spent, with regional datasets integrated into one database.",International,"European Union",,"Fraunhofer Institute",Consortium,2015,No,2017,"Financial and fiscal affairs","Control and monitoring",Api,Unknown,Yes,No,"Auditing and logging",Pilot,"Fraunhofer Institute",Consortium
case,10015,150016,Project,URBAN-API,https://ec.europa.eu/digital-single-market/en/news/project-urban-api-application-3d-scenarios-now-online,,"The project developed 3D Scenario Creators that directly address the issue of stakeholder engagement in the planning process through the development and provision of enhanced virtual reality visualisations of neighbourhood development proposals. The urbanAPI tools developed aims to cover three urban planning contexts: the 3D Scenario Creator directly addresses the issue of stakeholder engagement in the planning process through the development and provision of enhanced virtual reality visualisations of neighbourhood development proposals; the Mobility Explorer provides mobile phone based ICT solutions that permit the analysis and visual representation of socio-economic activity across cities and in relation to the various land-use elements of the city; the Urban Development Simulator provides ICT simulation tools for interactive city region development simulation addressing urban growth and densification with planning interventions.",International,"European Union",,"Fraunhofer Institute",Consortium,2011,No,2014,"Economic affairs","Service integration","Augmented reality / virtual reality",Unknown,Yes,No,"Smart city","In production","Fraunhofer Institute",Consortium
case,10015,150017,Project,"COMBI - Calculating and Operationalising the Multiple Benefits of Energy Efficiency Improvements in Europe",https://cordis.europa.eu/project/id/649724,,"The COMBI project provides an open platform to share and display data about energy saving R&D. The project aims at quantifying the multiple non-energy benefits of energy efficiency in the EU-28 area. It gathered existing approaches and evidence from the EU area and developed modelling approaches for impacts on: emissions (effects on health, ecosystems, crops), resources, (biotic/abiotic, metals and non-metals), social welfare (disposable income, health), macro economy (labour market, public finance, GDP) and the energy system (grid, supply-side, energy security)",International,"European Union",,"Wuppertal Institute",Governmental,2015,No,2018,"Environmental protection",Information,Api,Unknown,Yes,No,"Service integration",Pilot,"Wuppertal Institute",Governmental
case,10015,150018,Project,"FLOBOT - Floor Washing Robot for Professional Users",https://cordis.europa.eu/project/id/645376,,"FLOBOT develops and validates a professional, robotic scrubber-dryer (floor washer with brushes and suction to dry the floor) for large areas Supermarkets, as well as other industrial, commercial and public use premises, such as airports, trade fairs and hospitals, have huge floor surfaces that must be cleaned daily or even several times during the day. Cleaning those surfaces is time demanding and requires human effort, in terms of repetitive actions. Currently, there exists no robot that satisfies the requirements of the professional users and cleaning service providers.",International,"European Union",,"Cyprus Research and Innovation Center",Governmental,2015,No,2018,"Waste management",Innovation,"Internet of things",Unknown,Yes,No,"Smart city",Pilot,"Cyprus Research and Innovation Center",Governmental
case,10015,150019,Project,"FIRST - A Flexible Interactive Reading Support Tool",https://cordis.europa.eu/project/id/287607,,"The FIRST project uses innovative language technology to simplify documents for people with Autism Spectrum Disorders (ASD). These people can have problems when reading such as difficulty understanding complex instructions, misinterpreting literal meanings, or being confused by uncommon words, figures of speech and lack of precision. Using the language technology created in the FIRST project, users with ASD can convert a standard document into a personalised version which is easier for them to understand.",International,"European Union",,"University of Wolverhampton",Governmental,2011,No,2014,Health,Information,"Internet of things",Unknown,Yes,No,"Process automation",Pilot,"University of Wolverhampton",Governmental
case,10015,150020,Project,"Signaturit - The smartest e-Signature solution to send and sign documents on the go",https://cordis.europa.eu/project/id/735095,,"Signaturit is a service that allows to the user handwriting signature of documents through any mobile device in a digitised format.",International,"European Union",,"Signaturit Solutions","Private company",2016,No,2017,"Public order and safety",Certification,Blockchain,Unknown,Yes,No,"Self-sovereign digital identity",Pilot,"Signaturit Solutions","Private company"
case,10015,150021,Project,"iMARECULTURE - Advanced VR, iMmersive serious games and Augmented REality as tools to raise awareness and access to European underwater CULTURal heritagE",https://cordis.europa.eu/project/id/727153,,"Advanced VR, iMmersive serious games and Augmented REality to access to European underwater CULTURal heritagE (iMARECULTURE) uses virtual visits and immersive technologies to provide a personalized dry visit to a museum visitor or augmented reality to the diver.",International,Cyprus,CY,"Cyprus University of Technology",Consortium,2016,No,2019,"Recreation, culture and religion",Information,"Augmented reality / virtual reality",Unknown,Yes,No,"Process digitisation",Pilot,"Cyprus University of Technology",Consortium
case,10015,150022,Project,"BRIDGET - Bridging the gap for enhanced broadcast",https://cordis.europa.eu/project/id/610691,,"The BRIDGET aims to develop ultra-fast visual search engines which can recognise and find monuments, locations, buildings, products, books, logos or objects.",International,"European Union",,"University of Surrey",Consortium,2013,No,2016,"General public services",Information,"Artificial intelligence",Unknown,Yes,No,"Process digitisation",Pilot,"University of Surrey",Consortium
case,10015,150023,Project,"DE-ENIGMA - Multi-Modal Human-Robot Interaction for Teaching and Expanding Social Imagination in Autistic Children",https://cordis.europa.eu/project/id/688835,,"Multi-Modal Human-Robot Interaction for Teaching and Expanding Social Imagination in Autistic Children (DE-ENIGMA) aims to create and evaluate the effectiveness of robot-based technology, directed for children with ASC.",National,"European Union",,"Twente University",Consortium,2016,No,2019,"Social protection",Information,"Artificial intelligence",Unknown,No,No,"Process automation",Pilot,"Twente University",Consortium
case,10015,150024,Project,"e-SENS - Electronic Simple European Networked Service",https://cordis.europa.eu/project/id/325211,,"e-SENS – Electronic Simple European Networked Services – is a Large Scale Pilot (LSP) aimed at promoting interoperability between public services in Europe based on the results of the previous LSPs: PEPPOL, SPOCS, STORK/ STORK 2.0, epSOS and e-CODEX.",International,"European Union",,CEA,Consortium,2013,No,2017,"General public services","Service integration",Api,Unknown,Yes,No,"Service integration",Pilot,CEA,Consortium
case,10015,150025,Project,"Smart sENsor Devices fOr rehabilitation and Connected health - SENDoc",https://keep.eu/projects/18617/,,"SENDoc introduces the use of wearable sensor systems in ageing communities in northern remote areas. These sensors can measure mobility, strength, balance, and also wellbeing, exercise, and safety, and have the potential to support independent living.",National,"European Union",,"Ulster University",Consortium,2017,No,2020,Health,Information,"Internet of things",Unknown,No,No,"Smart city",Pilot,"Ulster University",Consortium
case,10015,150026,Project,"ADVANCE - Advanced predictive-analysis-based decision-support engine for logistics",https://cordis.europa.eu/project/id/257398,,"ADVANCE will develop an innovative predictive-analysis-based decision support platform for novel competitive strategies in logistics operations. It will provide a dual perspective on transport requirements and decision making dependent on the latest snapshot information and the best higher-level intelligence.",International,"European Union",,"Institute for Computer Science and Control",Consortium,2010,No,2013,"Economic affairs",Information,"Artificial intelligence",Unknown,Yes,No,"Process automation",Pilot,"Institute for Computer Science and Control",Consortium
case,10015,150027,Project,"PROTEUS - Scalable online machine learning for predictive analytics and real-time interactive visualization",https://cordis.europa.eu/project/id/687691,,"PROTEUS is an online machine learning algorithms and interactive visualization techniques for real-time predictive analytics to deal with extremely large data sets and data streams.",International,"European Union",,"Bournemouth University",Consortium,2015,No,2018,"Economic affairs",Information,"Artificial intelligence",Unknown,Yes,No,"Process digitisation",Pilot,"Bournemouth University",Consortium
case,10015,150028,Project,"CITADEL - A-Stad (Antwerp use case)",http://www.citadel-project.org/,,"A-Stad is a digital platform, created and managed by the city of Antwerp, that includes newsfeeds, e-forms for document requests and administrative formalities, a tool for appointments, all kinds of practical information and so on. The platform includes all the city’s (e-)services for citizens. Citizens, as well as non-citizens can make a personalized profile (A-profile) on the platform.",Local,Belgium,BE,"City of Anwerp",Governmental,2016,No,2019,"General public services",Information,Api,Unknown,No,No,"Process digitisation",Pilot,"City of Anwerp",Governmental
case,10015,150029,Project,"Big Policy Canvas - Needs, Trends and ICT Tools for Advanced Data-Driven Public Sector",https://cordis.europa.eu/project/id/769623,,"The Big Policy Canvas project worked on ansforming the public sector into an effective, efficient, precise, consistent, and evidence-based policymaking structure. The project’s mission called on understanding and exploring both the technological and the socio-economic landscape that will influence and will be influenced by advanced public sector performance. The findings of Big Policy Canvas would contribute to the sustainability and effective use of the solutions proposed, as well as nurture a more data-inspired, politically educated, smart and caring generation that will improve the public sector experience in Europe.",National,"European Union",,"Atos Spain",Consortium,2017,No,2019,"General public services","Service integration",Api,Unknown,No,No,"Process automation",Pilot,"Atos Spain",Consortium
case,10015,150030,Project,"Johan Cruijff Arena",https://amsterdaminnovationarena.com/news/internet-of-things-solutions-in-the-johan-cruijff-arena,,"The Johan Cruijff Arena can monitor its turf in real-time and thus ensure an optimal condition, lets fans and concert goers connect to the 54,000-seat stadium via smartphone for directions from home right to their seats, including updates along the way regarding traffic jams and parking availability. The sensors of this technology work on 3 depth layers: as the grass is cut, the mower scans the surface to quantify the number of grass blades, measure growth and identify any damaged points.",Local,Netherlands,NL,"Johan Cruijff Arena",Governmental,2018,Yes,,"General public services","Service integration","Internet of things",Unknown,No,No,"Process automation","In production","Johan Cruijff Arena",Governmental
case,10016,160001,Service,"CITADEL - Empowering Citizens to TrAnsform European PubLic Administrations",https://cordis.europa.eu/project/id/726755,,"Good, reliable public services are vital to people’s quality of life, a region’s competitiveness and business entrepreneurship. CITADEL (Empowering Citizens to TrAnsform European PubLic Administrations) harnessed ICTs to offer public administrations insight into why citizens are not using a given digital public service (due to lack of digital skills, complexity of the service, fear of making an error, trust, etc.) and how to bring them back in.",National,"European Union",,Technalia,Consortium,2016,No,2019,"General public services",Inclusiveness,"Artificial intelligence",Unknown,Yes,Yes,"Co-designed services",Pilot,Technalia,Consortium
case,10016,160002,Service,"ENLARGE - ENergies for Local Administrations: Renovate Governance in Europe",https://cordis.europa.eu/project/id/727124,,"The ENLARGE project (ENergies for Local Administrations: Renovate Governance in Europe) used intense policy dialogue between policy makers, experts and civil society to analyse existing models of co-design and co-production of public policies and services. Their focus was on sustainable energy and, more generally, more efficiency and effectiveness in public services and public administrations.",National,"European Union",,"Istituto per la Ricerca Sociale",Consortium,2016,No,2018,"General public services",Inclusiveness,"Artificial intelligence",Unknown,Yes,Yes,"Co-designed services",Pilot,"Istituto per la Ricerca Sociale",Consortium
case,10016,160003,Service,Mobile-Age,https://cordis.europa.eu/project/id/693319,,"The Mobile-Age project focussed on open government data, mobile technology, and the provision of public services addressing the needs of Europe’s elderly population. Researchers used a co-creation approach for services related to the production and use of open data for cities. Scenarios were related to loneliness and social isolation, social inclusion, data curation for safer, more accessible cities, and personal health information.",National,"European Union",,"University of Lancaster",Consortium,2016,No,2019,"General public services",Inclusiveness,"Artificial intelligence",Unknown,Yes,Yes,"Co-designed services",Pilot,"University of Lancaster",Consortium
case,10016,160004,Service,"OpenGovIntelligence - Fostering Innovation and Creativity in Europe through Public Administration Modernization towards Supplying and Exploiting Linked Open Statistical Data",https://cordis.europa.eu/project/id/693849,,"The OpenGovIntelligence project ran pilot studies in six countries to exploit Linked Open Statistical Data (LOSD) technologies aimed at modernising public administrations. The project focussed on new business processes, policies and tools to enable the active participation of society and businesses in data sharing with the goal of co-producing innovative public services.",National,"European Union",,CERTH,Consortium,2016,No,2019,"General public services","Sustainable growth","Artificial intelligence",Unknown,Yes,Yes,"Co-designed services",Pilot,CERTH,Consortium
case,10016,160005,Service,"RECAP - Reliable Capacity Provisioning and Enhanced Remediation for Distributed Cloud Applications",https://cordis.europa.eu/project/id/732667,,"The Common Agricultural Policy (CAP) presents a number of challenges for the control of Cross Compliance rules due to the complexity and diversity of the obligations to be monitored. The tools developed by RECAP (Personalised public services in support of the implementation of the CAP) support public administration, farmers and agricultural consultants by enabling more efficient and transparent compliance monitoring. To do so the project exploited a cloudbased Software as a Service (SaaS) platform, using open Earth Observation and user-generated data.",National,"European Union",,"University of Ulm",Consortium,2017,No,2019,"General public services","Service integration","Artificial intelligence",Unknown,Yes,Yes,"Service integration",Pilot,"University of Ulm",Consortium
case,10016,160006,Service,"SCOOP4C - Stakeholder community for once-only principle: Reducing administrative burden for citizens",https://cordis.europa.eu/project/id/737492,,"The co-creation of public services, while reducing administrative burden, has become an important goal in the bid to innovative public governance. SCOOP4C (Stakeholder community for once-only principle: Reducing administrative burden for citizens) analysed and disseminated the best ways to apply the Once-Only Principle (OOP) to simplify administrative procedures for citizens.",National,"European Union",,"University of Koblenz-Landau",Consortium,2016,No,2019,"General public services","Service integration",Api,Unknown,Yes,Yes,"Digital identity",Pilot,"University of Koblenz-Landau",Consortium
case,10016,160007,Service,"SIMPATICO - SIMplifying the interaction with Public Administration Through Information technology for Citizens and cOmpanies",https://cordis.europa.eu/project/id/692819,,"Online services may fail to adapt to the specific needs of citizens and companies because they are standardised processes, copied from their offline counterparts and designed from the public sector organisations’ own perspective. SIMPATICO (SIMplifying the interaction with Public Administration Through Information technology for Citizens and cOmpanies) proposed a novel approach, combining emerging technologies for language processing and machine learning with the wisdom of the crowd, to continuously adapt and improve interactions with public services.",National,"European Union",,"Fondazione Bruno Kessler",Consortium,2016,No,2019,"General public services","Service personalisation","Artificial intelligence",Unknown,Yes,Yes,"Co-designed services",Pilot,"Fondazione Bruno Kessler",Consortium
case,10016,160008,Service,"Smarticipate - Smart services for calculated impact assessment in open governance",https://cordis.europa.eu/project/id/693729,,"The smarticipate project (smart services for calculated impact assessment in open governance) developed tools that are transforming the interaction between citizens, businesses and public administrations in the management of cities. The mechanisms they developed give people full access to public open data and facilitate their feedback on ideas for city development. An open, easily accessible platform allows government, NGOs, businesses and citizens to develop their own apps as producers and co-producers.",Local,"European Union",,Fraunhofer,Consortium,2016,No,2019,"General public services","Data access",Api,Unknown,Yes,Yes,"Smart city",Pilot,Fraunhofer,Consortium
